name,city,type,beerCounts,established
 BarmHaus Brewing Company (formerly Stash),Garden Valley_California_opened,Microbrewery,12,2017
 Barrel Brothers Brewing Company,Windsor_California_opened,Microbrewery,35,2016
 Barrel Head Brewhouse,San Francisco_California_opened,Brewpub,25,2014
 BarrelHouse Brewing Company,Paso Robles_California_opened,Brewpub/Brewery,83,2013
 Barrels & Sons Brewery,Napa_California_opened,Microbrewery,1,2018
 Bartlett Hall,San Francisco_California_opened,Brewpub,43,2014
 BattleMage Brewing Company,Vista_California_opened,Brewpub/Brewery,22,2017
 Bay Bridge Brewing,Chula Vista_California_opened,Microbrewery,14,2015
 Bay City Brewing,San Diego_California_opened,Microbrewery,45,2015
 Beach Chalet Brewery,San Francisco_California_opened,Brewpub,62,1999
 Beach Grease Beer Company,Vista_California_opened,Commercial Brewery,10,2017
 Beachwood BBQ & Brewing,Long Beach_California_opened,Brewpub/Brewery,206,2011
 Beachwood Blendery,Long Beach_California_opened,Microbrewery,101,2015
 Beancurdturtle Brewing,La Habra_California_opened,Client Brewer,11,2015
 Bear Republic Brewing Company,Healdsburg_California_opened,Brewpub/Brewery,308,1991
 Bear Roots Brewing Company,Vista_California_opened,Microbrewery,32,2015
 Bear Tent Brewing Company,Jamestown_California_opened,Commercial Brewery,1,2019
 Beer Diva,Ukiah_California_opened,Client Brewer,1,2013
 Belching Beaver,Vista_California_opened,Microbrewery,220,2012
 Belmont Brewing Company,Long Beach_California_opened,Brewpub,14,1999
 Benoit Casper Brewing,Richmond_California_opened,Microbrewery,20,2015
 Berryessa Brewing Company,Winters_California_opened,Microbrewery,126,2011
 Beverly Hills Beerhouse Company,Brisbane_California_opened,Client Brewer,6,2010
 Big Bear Lake Brewing Company,Big Bear Lake_California_opened,Brewpub,12,2014
 Big Bear Mountain Brewery,Big Bear Lake_California_opened,Brewpub,12,2003
 Big Hurt Beverage Company,Salinas_California_opened,Client Brewer,3,2011
 Big Sexy Brewing Company,Sacramento_California_opened,Microbrewery,36,2016
 Big Stump Brewing Company,Sacramento_California_opened,Microbrewery,26,2017
 Bike Dog Brewing Company,West Sacramento_California_opened,Microbrewery,91,2013
 Bird Street Brewing,Lemoore_California_opened,Microbrewery,4,2015
 Bison Brewing Company,Berkeley _California_opened,Microbrewery,52,1989
 Bitter Brothers Brewing Company,San Diego_California_opened,Microbrewery,34,2016
 BJ's Restaurant & Brewhouse,Huntington Beach_California_opened,Brewpub,200,1999
 Black Doubt Brewing Company,Mammoth Lakes_California_opened,Microbrewery,15,2015
 Black Gold Brewing Company,Taft_California_opened,Brewpub,9,2014
 Black Hammer Brewing,San Francisco_California_opened,Microbrewery,71,2015
 Black Market Brewing Company,Temecula_California_opened,Microbrewery,101,2009
 Black Plague Brewing,Oceanside_California_opened,Microbrewery,26,2017
 Black Sands Brewery,San Francisco_California_opened,Brewpub/Brewery,34,2015
 Blaker Brewing Company,Ceres_California_opened,Microbrewery,13,2018
 Blessed Brewing,Grover Beach_California_opened,Client Brewer,1,2016
 Blue Frog Brewery,Fairfield_California_opened,Brewpub,48,2001
 Blue Note Brewing,Woodland_California_opened,Brewpub,57,2015
 Blue Oak Brewing Company,San Carlos_California_opened,Microbrewery,13,2017
 BNS Brewing & Distilling,Santee_California_opened,Microbrewery,32,2013
 Bolt Brewery,La Mesa_California_opened,Microbrewery,103,2014
 Bonaventure Brewing Company,Los Angeles_California_opened,Brewpub,10,2003
 Boomtown Brewery,Los Angeles_California_opened,Microbrewery,48,2015
 Bootleggers Brewery,Fullerton_California_opened,Microbrewery,240,2008
 Booze Brothers Brewing,Vista_California_opened,Microbrewery,63,2013
 Border X Brewing,San Diego_California_opened,Microbrewery,16,2013
 Bottle Logic Brewing,Anaheim_California_opened,Microbrewery,483,2014
 Brass Bear,Santa Barbara _California_opened,Microbrewery,3,2018
 Brävery Brewing,Lancaster_California_opened,Microbrewery,62,2012
 Bravus Brewing Company,Newport Beach_California_opened,Microbrewery,5,2018
 Breakwater Brewing Company,Oceanside_California_opened,Microbrewery,91,2009
 Brew Crew Inc,Riverside_California_opened,Microbrewery,99,2013
 Brew Rebellion,Yucaipa_California_opened,Microbrewery,62,2013
 Brewbakers Brewing Company (Visalia),Visalia_California_opened,Brewpub,9,2009
 Brewcaipa,Yucaipa_California_opened,Microbrewery,22,2017
 Brewery Draconum,Santa Clarita_California_opened,Brewpub,2,2019
 Brewery REX,_California_opened,Client Brewer,8,2017
 Brewery Twenty Five,San Juan Bautista_California_opened,Microbrewery,6,2017
 Brewery X,Anaheim_California_opened,Brewpub/Brewery,11,2019
 Brewing Reserve of California,Costa Mesa_California_opened,Commercial Brewery,6,2019
 brewLAB,Carpinteria_California_opened,Microbrewery,27,2014
 Brew-Ligion,Murrieta_California_opened,Brewpub,5,2012
 Brewtality Brewing,Sunnyvale_California_opened,Client Brewer,1,2018
 Brewyard Beer Company,Glendale_California_opened,Microbrewery,12,2015
 British Bulldog,Chico_California_opened,Microbrewery,4,2018
 Brouwerij West,San Pedro_California_opened,Microbrewery,60,2010
 Brüehol Brewing,Benicia_California_opened,Microbrewery,14,2017
 Bruery Terreux,Anaheim_California_opened,Client Brewer,218,2015
 Buffalo Bills Brewery,Hayward_California_opened,Microbrewery,25,1983
 Burgeon Beer Company,Carlsbad_California_opened,Brewpub/Brewery,137,2017
 Burning Barrel Brewing Company,Ranco Cordova_California_opened,Microbrewery,43,2018
 Burning Beard Brewing,El Cajon_California_opened,Microbrewery,46,2016
 Butte Creek Brewing Company,Ukiah_California_opened,Microbrewery,25,1996
 Buzzrock Brewing Co,Torrance_California_opened,Microbrewery,1,2019
 Calicraft Brewing Company,Walnut Creek_California_opened,Client Brewer,68,2012
 California Brewing Company,Palo Cedro_California_opened,Brewpub/Brewery,6,2010
 California Wild Ales,San Diego_California_opened,Microbrewery,27,2018
 Callahan's Pub & Brewery,San Diego_California_opened,Client Brewer,14,2002
 Calturas Brewery,Lodi_California_opened,Microbrewery,6,2017
 Camino Brewing Company,San Jose_California_opened,Microbrewery,12,2015
 Campbell Brewing Company,Campbell_California_opened,Brewpub/Brewery,21,2005
 Campus Brewing Company,West Sacramento_California_opened,Microbrewery,3,2020
 Cannery Row Brewing Company,Monterey_California_opened,Client Brewer,6,2011
 Canyon Club Brewery,Moraga_California_opened,Brewpub,11,2019
 Canyon Lakes Golf Course & Brewery,San Ramon_California_opened,Brewpub,23,2017
 Captain Fatty's Craft Brewery,Goleta_California_opened,Microbrewery,10,2014
 Carmel Craft Brewing Company,Carmel_California_opened,Microbrewery,4,2019
 Carmel Valley Brewing,Carmel Valley_California_opened,Microbrewery,2,2006
 Carneros Brewing Company,Sonoma_California_opened,Microbrewery,26,2013
 Casa Agria,Oxnard_California_opened,Microbrewery,110,2015
 Catalina Island Brewhouse,Avalon_California_opened,Brewpub,9,2015
 Cedar Crest Brewery,Redding _California_opened,Microbrewery,12,2020
 Cellador Ales,North Hills_California_opened,Microbrewery,97,2016
 Cellarmaker Brewing Company,San Francisco_California_opened,Microbrewery,515,2013
 Central Coast Brewing,San Luis Obispo_California_opened,Microbrewery,83,2004
 Central Rail Brewing Company,Sunnyvale_California_opened,Microbrewery,1,2019
 Cerveceria Calidad,Los Angeles_California_opened,Commissioner,1,2020
 Cerveceria Mundial,Los Angeles_California_opened,Microbrewery,1,2020
 Cerveza XTECA,San Diego_California_opened,Contract Brewer,1,2020
 Channel Brewing Company,Stockton_California_opened,Microbrewery,16,2017
 Chapman Crafted Beer,Orange_California_opened,Microbrewery,102,2016
 Chau Tien Beer Company,Fairfield_California_opened,Client Brewer,5,1985
 Chihuahua Cerveza,Newport Beach_California_opened,Brewpub/Brewery,4,2019
 Chino Valley Brewery,Ontario_California_opened,Microbrewery,6,2012
 ChuckAlek Independent Brewers,Ramona_California_opened,Microbrewery,70,2014
 Chula Vista Brewery,Chula Vista_California_opened,Commercial Brewery,4,2018
 Circle 9 Brewing,San Diego_California_opened,Microbrewery,14,2018
 Cismontane Brewing,Rancho Santa Margarita_California_opened,Brewpub/Brewery,104,2009
 Claimstake Brewing,Rancho Cordova_California_opened,Microbrewery,170,2016
 Clandestine Brewing,San Jose_California_opened,Microbrewery,58,2014
 Claremont Craft Ales,Claremont_California_opened,Microbrewery,88,2012
 Coachella Valley Brewing,Thousand Palms_California_opened,Microbrewery,66,2013
 Coastal Fog Brewing,Concord_California_opened,Client Brewer,8,2001
 Cold Bore Brewing,Jamul_California_opened,Microbrewery,2,2012
 Cold Water Brewery & Grill,South Lake Tahoe_California_opened,Brewpub,14,2014
 Concrete Jungle Brewing Project,Los Angeles_California_opened,Microbrewery,42,2017
 Congregation Ales,Azusa_California_opened,Brewpub,37,2013
 Contentment Brewing Company,Modesto_California_opened,Microbrewery,6,2019
 Cool Beerwerks,Cool_California_opened,Brewpub/Brewery,21,2014
 Cooperage Brewing Company,Santa Rosa_California_opened,Brewpub,104,2015
 Coronado Brewing Company,Coronado_California_opened,Brewpub/Brewery,330,1996
 Corralitos Brewing Company,Watsonville_California_opened,Microbrewery,44,2015
 Cosmic Ales,Torrance_California_opened,Microbrewery,12,2010
 Council Brewing Company,San Diego_California_opened,Microbrewery,118,2014
 Craft Artisan Ales,Pacific Grove_California_opened,Client Brewer,5,2014
 Craft Brewing Company,Lake Elsinore_California_opened,Microbrewery,22,2010
 Craftsman Brewing Company,Pasadena_California_opened,Microbrewery,107,2000
 Creative Creature,El Cajon_California_opened,Microbrewery,42,2019
 Creek Monkey Tap House (Rocksteady Brewing),Martinez_California_opened,Brewpub,11,2012
 Crooked Goat Brewing,Sebastopol_California_opened,Microbrewery,28,2016
 Crooked Lane Brewing Company,Auburn_California_opened,Microbrewery,56,2016
 Crowns & Hops Brewing Co.,Inglewood_California_opened,Microbrewery,6,2019
 CSA Craft Beer Distributing,Soledad_California_opened,Commercial Brewery,1,2019
 Cultivar Beer,San Francisco_California_opened,Microbrewery,5,2018
 Culture Brewing Company,Solana Beach_California_opened,Microbrewery,86,2013
 Culver Beer Company,Carlsbad_California_opened,Microbrewery,24,2016
 Dagny Brewing Company,Modesto_California_opened,Microbrewery,2,2015
 Dancing Fox Winery,Lodi_California_opened,Microbrewery,5,2015
 Danville Brewing Company,Danville_California_opened,Brewpub,82,2016
 DarkHeart Brewing,Sacramento_California_opened,Commercial Brewery,1,2018
 Deans Brothers Brewing Company,Santa Ana_California_opened,Microbrewery,6,2008
 Death Valley Brewing,Tecopa_California_opened,Brewpub,9,2015
 Deft Brewing,San Diego_California_opened,Brewpub,22,2017
 Del Cielo Brewing Company,Martinez_California_opened,Microbrewery,30,2018
 Dempsey's Restaurant and Brewery,Petaluma_California_opened,Brewpub,34,1991
 Desert Barn Brewery,Hesperia_California_opened,Brewpub,14,2015
 Device Brewing Company,Sacramento_California_opened,Microbrewery,57,2013
 Devil's Canyon Brewing Company,San Carlos_California_opened,Microbrewery,53,2004
 Dionysus Brewing,Bakersfield_California_opened,Microbrewery,76,2016
 Discretion Brewing,Soquel_California_opened,Brewpub/Brewery,71,2013
 Division 23 Brewing,San Diego_California_opened,Microbrewery,23,2015
 DNA Brewing,Fairfield_California_opened,Client Brewer,4,2016
 Docent Brewing,San Juan Capistrano_California_opened,Commercial Brewery,19,2017
 Dos Desperados Brewery,San Marcos_California_opened,Microbrewery,30,2014
 Downey Brewing Company,Downey_California_opened,Client Brewer,9,2010
 Downtown Joes Restaurant & Brewery,Napa_California_opened,Brewpub,21,2003
 Dr. Jekyll's Craft Beer,Altadena_California_opened,Client Brewer,4,2015
 Dragons Tale Brewing,Montclair_California_opened,Microbrewery,12,2016
 Drakes Brewing Company,San Leandro_California_opened,Microbrewery,573,1989
 Draughtsmen Aleworks,Goleta_California_opened,Microbrewery,9,2015
 Dreaming Dog Brewery,Elk Grove_California_opened,Brewpub,3,2018
 Dry River Brewing,Los Angeles_California_opened,Microbrewery,30,2015
 Drytown Brewing,Plymouth CA_California_opened,Microbrewery,1,2019
 DTSJ,San Jose_California_opened,Commercial Brewery,2,2020
 Duck Foot Brewing Company,San Diego_California_opened,Microbrewery,74,2015
 Dueling Dogs Brewing Company,Lincoln_California_opened,Microbrewery,12,2018
 Dunbar Brewing,Santa Margarita_California_opened,Microbrewery,6,2011
 Dunloe Brewing,Davis_California_opened,Microbrewery,32,2017
 Dunsmuir Brewery Works,Dunsmuir_California_opened,Brewpub,12,2009
 Dust Bowl Brewing Company,Turlock_California_opened,Microbrewery,140,2009
 E. J. Phair Brewing Company,Pittsburg_California_opened,Brewpub/Brewery,107,2000
 Eagle Rock Brewery,Los Angeles_California_opened,Microbrewery,89,2009
 Earth and Fire Brewing Company,Paso Robles_California_opened,Microbrewery,10,2016
 East Brother Beer Company,Richmond_California_opened,Microbrewery,16,2016
 East Cliff Brewing Company,Santa Cruz_California_opened,Microbrewery,12,2016
 Ebullition Brew Works,Vista_California_opened,Microbrewery,3,2018
 Eckert Malting and Brewing,Chico_California_opened,Microbrewery,6,2016
 EDH Brewing Company,El Dorado Hlls_California_opened,Microbrewery,21,2016
 Eel River Brewing Company,Fortuna_California_opened,Microbrewery,54,1994
 Eight Bridges Brewing,Livermore_California_opened,Microbrewery,65,2014
 Einhorn Beer Company,San Luis Obispo_California_opened,Microbrewery,5,2008
 El Dorado Brewing Company,Camino_California_opened,Microbrewery,3,2011
 El Segundo Brewing Company,El Segundo_California_opened,Microbrewery,130,2011
 Electric Brewing Company,Murrieta_California_opened,Microbrewery,76,2014
 Elevation 66 Brewing Company,El Cerrito_California_opened,Brewpub,24,2011
 Elizabeth Street Brewery,San Francisco_California_opened,Client Brewer,1,2009
 Elkhorn Slough Brewing Company,Watsonville_California_opened,Microbrewery,42,2016
 Enegren Brewing Company,Moorpark_California_opened,Microbrewery,37,2011
 English Ales Brewery,Marina_California_opened,Brewpub/Brewery,17,2001
 Epidemic Ales,Concord_California_opened,Microbrewery,38,2015
 Eppig Brewing,San Diego_California_opened,Microbrewery,38,2016
 Escape Craft Brewery,Redlands_California_opened,Microbrewery,17,2015
 Escondido Brewing Company,Escondido_California_opened,Microbrewery,21,2018
 Etna Brewing Company,Etna_California_opened,Brewpub/Brewery,12,2004
 Eureka Peak Brewing Company,Portola_California_opened,Microbrewery,19,2016
 European Importing Co.,North Highlands_California_opened,Commissioner,1,2020
 Euryale Brewing,Riverside_California_opened,Microbrewery,7,2016
 Evans Brewing Company,Irvine_California_opened,Microbrewery,34,1994
 Evans Premium Lager,Yorba Linda_California_opened,Client Brewer,3,2011
 Faction Brewing,Alameda_California_opened,Microbrewery,144,2013
 Fair Oaks Brew Pub,Fair Oaks_California_opened,Brewpub,5,2015
 Fall Brewing Company,San Diego_California_opened,Microbrewery,113,2015
 Fall River Brewing Company,Redding_California_opened,Microbrewery,29,2013
 Farmers Brewing Company,Princeton_California_opened,Microbrewery,2,2019
 Fat Cat Beer Company,La Jolla_California_opened,Client Brewer,7,2013
 Faultline Brewing Company,Sunnyvale_California_opened,Brewpub/Brewery,37,2001
 Feather Falls Casino Brewing Company,Oroville_California_opened,Brewpub,18,2010
 Feather River Brewing Company,Magalia_California_opened,Microbrewery,3,2005
 Federation Brewing,Oakland_California_opened,Brewpub/Brewery,29,2015
 Ferment.Drink.Repeat,San Francisco_California_opened,Microbrewery,61,2016
 Fieldwork Brewing Company,Berkeley_California_opened,Microbrewery,482,2015
 FiftyFifty Brewing Company,Truckee_California_opened,Brewpub,224,2007
 Figueroa Mountain Brewing,Buellton_California_opened,Microbrewery,133,2010
 Final Draft Brewing Company,Redding_California_opened,Brewpub,26,2017
 Firemans Brew,Woodland Hills_California_opened,Contract Brewer,4,2008
 Firestone Walker Brewing (Duvel Moortgat),Paso Robles_California_opened,Commercial Brewery,279,1996
 Five Suits Brewing,Vista_California_opened,Microbrewery,5,2020
 Five Suns Brewing,Martinez_California_opened,Microbrewery,11,2018
 Five Threads Brewing Company,Westlake Village_California_opened,Microbrewery,22,2015
 Five Window Beer Company,Lodi_California_opened,Microbrewery,7,2017
 Flat Fish Brewing Company,Camarillo_California_opened,Microbrewery,1,2018
 Flatland Brewing,Elk Grove_California_opened,Microbrewery,95,2016
 Floodcraft Brewing Company,San Jose_California_opened,Brewpub/Brewery,70,2014
 Flying Embers,Los Angeles_California_opened,Commercial Brewery,2,2020
 Fogbelt Brewing Company,Santa Rosa_California_opened,Microbrewery,36,2014
 Fort Point Beer Company,San Francisco_California_opened,Microbrewery,52,2014
 Fort Rock Brewing,Rancho Cordova_California_opened,Microbrewery,48,2017
 Fountainhead Brewing,Sacramento_California_opened,Microbrewery,17,2016
 Four Sons Brewing,Huntington Beach_California_opened,Microbrewery,37,2014
 Fourpenny House,La Mesa_California_opened,Brewpub,6,2019
 Freewheel Brewing Company,Redwood City_California_opened,Brewpub/Brewery,33,2013
 Frogtown Brewery,Los Angeles_California_opened,Microbrewery,15,2017
 Fruition Brewing,Watsonville_California_opened,Microbrewery,3,2020
 Full Circle Brewing Company,Fresno_California_opened,Brewpub/Brewery,44,2006
 Gamecraft,Laguna Hills_California_opened,Brewpub,13,2019
 Garage Brewing Co. (USA),Temecula_California_opened,Microbrewery,72,2013
 GearTooth Alewerks,San Jose_California_opened,Microbrewery,5,2016
 Ghost Town Brewing,Oakland_California_opened,Microbrewery,60,2014
 Ghostwood Beer Company,Redwood City_California_opened,Microbrewery,61,2018
 Gilman Brewing Company,Berkeley_California_opened,Microbrewery,29,2016
 GoatHouse Brewing,Lincoln_California_opened,Microbrewery,27,2013
 Gold Hill Brewery,Placerville_California_opened,Microbrewery,8,2009
 Golden Gate Brewing Company,Oakland_California_opened,Microbrewery,5,2013
 Golden Road Brewing (AB InBev),Los Angeles_California_opened,Microbrewery,131,2011
 Golden State Brewery,Santa Clara_California_opened,Client Brewer,12,2015
 Good Microbrew & Grill,Los Angeles_California_opened,Brewpub,3,2009
 Gordon Biersch Brewing Company (Craftworks),San Jose_California_opened,Brewpub/Brewery,148,1988
 Graffiti Restaurant,Petaluma_California_opened,Brewpub,1,2006
 Grass Valley Brewing Company,Grass Valley_California_opened,Brewpub/Brewery,18,2018
 Grav South,Cotati_California_opened,Brewpub/Brewery,23,2016
 Gravity Heights,San Diego_California_opened,Brewpub,32,2019
 Great Change Brewing,Bakersfield_California_opened,Microbrewery,4,2019
 Green Cheek Beer Company,Orange _California_opened,Microbrewery,142,2017
 Green Flash Brewing Company,San Diego_California_opened,Microbrewery,226,2002
 Green River Brewing,Winters_California_opened,Brewpub,2,2017
 Grillin & Chillin Ale House,Hollister_California_opened,Brewpub,6,2015
 Groundswell Brewing Company,San Diego_California_opened,Microbrewery,55,2013
 Guadalupe Brewery (CA),Carlsbad_California_opened,Microbrewery,17,2015
 Gunwhale Ales,Costa Mesa_California_opened,Microbrewery,35,2016
 H2OPS Sparkling Hop Water,Anaheim_California_opened,Microbrewery,1,2014
 Half Door Brewing,San Diego_California_opened,Brewpub,61,2015
 Half Moon Bay Brewing Company,Half Moon Bay_California_opened,Brewpub/Brewery,143,2000
 Hamilton Family Brewery,Rancho Cucamonga_California_opened,Microbrewery,39,2014
 Hand Brewed Beer,Chatsworth_California_opened,Brewpub/Brewery,7,2015
 Handles Gastropub,Pleasanton_California_opened,Brewpub,7,2011
 Hangar 24 Craft Brewing,Redlands_California_opened,Brewpub/Brewery,146,2008
 Hapa's Brewing Company,San Jose_California_opened,Microbrewery,32,2017
 Hard Frescos Brewing Company,San Francisco_California_opened,Microbrewery,3,2017
